Temperature,pH,LobsterWeight,Temperature_Membership_Params,PH_Membership_Params,Temperature_Memberships,PH_Memberships,Takaran_Membership_Params,Takaran_Memberships,Alpha_Predikats,a_values
30.0,5.0,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.5, 'tinggi': 0.5}","{'asam': 1.0, 'netral': 0.0, 'basa': 0.0}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.1242, 'sedang': 0.8758, 'banyak': 0.0}","{'Rule 1': 0.5, 'Rule 7': 0.5}","[{'alpha_level': 0.5, 'a_values': [3.0, 4.37]}]"
30.1,5.0,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.45, 'tinggi': 0.55}","{'asam': 1.0, 'netral': 0.0, 'basa': 0.0}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.2559, 'sedang': 0.7441, 'banyak': 0.0}","{'Rule 1': 0.45, 'Rule 7': 0.55}","[{'alpha_level': 0.55, 'a_values': [3.0, 3.61]}, {'alpha_level': 0.45, 'a_values': [3.0, 4.39]}]"
30.2,5.0,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.4, 'tinggi': 0.6}","{'asam': 1.0, 'netral': 0.0, 'basa': 0.0}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.3926, 'sedang': 0.6074, 'banyak': 0.0}","{'Rule 1': 0.4, 'Rule 7': 0.6}","[{'alpha_level': 0.6, 'a_values': [3.0, 3.6]}, {'alpha_level': 0.4, 'a_values': [3.0, 4.4]}]"
30.3,5.0,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.35, 'tinggi': 0.65}","{'asam': 1.0, 'netral': 0.0, 'basa': 0.0}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.5347, 'sedang': 0.4653, 'banyak': 0.0}","{'Rule 1': 0.35, 'Rule 7': 0.65}","[{'alpha_level': 0.65, 'a_values': [3.0, 3.59]}, {'alpha_level': 0.35, 'a_values': [3.0, 4.41]}]"
30.4,5.0,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.3, 'tinggi': 0.7}","{'asam': 1.0, 'netral': 0.0, 'basa': 0.0}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.6828, 'sedang': 0.3172, 'banyak': 0.0}","{'Rule 1': 0.3, 'Rule 7': 0.7}","[{'alpha_level': 0.7, 'a_values': [3.0, 3.57]}, {'alpha_level': 0.3, 'a_values': [3.0, 4.42]}]"
30.5,5.0,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.25, 'tinggi': 0.75}","{'asam': 1.0, 'netral': 0.0, 'basa': 0.0}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.8374, 'sedang': 0.1626, 'banyak': 0.0}","{'Rule 1': 0.25, 'Rule 7': 0.75}","[{'alpha_level': 0.75, 'a_values': [3.0, 3.56]}, {'alpha_level': 0.25, 'a_values': [3.0, 4.44]}]"
30.6,5.0,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.2, 'tinggi': 0.8}","{'asam': 1.0, 'netral': 0.0, 'basa': 0.0}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.9992, 'sedang': 0.0008, 'banyak': 0.0}","{'Rule 1': 0.2, 'Rule 7': 0.8}","[{'alpha_level': 0.8, 'a_values': [3.0, 3.55]}, {'alpha_level': 0.2, 'a_values': [3.0, 4.45]}]"
30.7,5.0,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.15, 'tinggi': 0.85}","{'asam': 1.0, 'netral': 0.0, 'basa': 0.0}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 1.0, 'sedang': 0.0, 'banyak': 0.0}","{'Rule 1': 0.15, 'Rule 7': 0.85}","[{'alpha_level': 0.85, 'a_values': [3.0, 3.54]}, {'alpha_level': 0.15, 'a_values': [3.0, 4.46]}]"
30.8,5.0,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.1, 'tinggi': 0.9}","{'asam': 1.0, 'netral': 0.0, 'basa': 0.0}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 1.0, 'sedang': 0.0, 'banyak': 0.0}","{'Rule 1': 0.1, 'Rule 7': 0.9}","[{'alpha_level': 0.9, 'a_values': [3.0, 3.52]}, {'alpha_level': 0.1, 'a_values': [3.0, 4.47]}]"
30.9,5.0,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.05, 'tinggi': 0.95}","{'asam': 1.0, 'netral': 0.0, 'basa': 0.0}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 1.0, 'sedang': 0.0, 'banyak': 0.0}","{'Rule 1': 0.05, 'Rule 7': 0.95}","[{'alpha_level': 0.95, 'a_values': [3.0, 3.51]}, {'alpha_level': 0.05, 'a_values': [3.0, 4.49]}]"
31.0,5.0,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.0, 'tinggi': 1.0}","{'asam': 1.0, 'netral': 0.0, 'basa': 0.0}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 1.0, 'sedang': 0.0, 'banyak': 0.0}",{'Rule 7': 1.0},"[{'alpha_level': 1.0, 'a_values': [3.0, 3.5]}]"
23.0,5.1,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 1.0, 'normal': 0.0, 'tinggi': 0.0}","{'asam': 0.9333, 'netral': 0.0667, 'basa': 0.0}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 1.0, 'sedang': 0.0, 'banyak': 0.0}","{'Rule 4': 0.9333, 'Rule 5': 0.0667}","[{'alpha_level': 0.933, 'a_values': [3.0, 3.52]}, {'alpha_level': 0.067, 'a_values': [3.0, 4.48]}]"
23.1,5.1,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.95, 'normal': 0.05, 'tinggi': 0.0}","{'asam': 0.9333, 'netral': 0.0667, 'basa': 0.0}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 1.0, 'sedang': 0.0, 'banyak': 0.0}","{'Rule 1': 0.05, 'Rule 2': 0.05, 'Rule 4': 0.9333, 'Rule 5': 0.0667}","[{'alpha_level': 0.933, 'a_values': [3.0, 3.52]}, {'alpha_level': 0.067, 'a_values': [3.0, 4.48]}, {'alpha_level': 0.05, 'a_values': [3.0, 5.0]}]"
23.2,5.1,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.9, 'normal': 0.1, 'tinggi': 0.0}","{'asam': 0.9333, 'netral': 0.0667, 'basa': 0.0}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 1.0, 'sedang': 0.0, 'banyak': 0.0}","{'Rule 1': 0.1, 'Rule 2': 0.0667, 'Rule 4': 0.9, 'Rule 5': 0.0667}","[{'alpha_level': 0.9, 'a_values': [3.0, 3.52]}, {'alpha_level': 0.1, 'a_values': [3.0, 4.47]}, {'alpha_level': 0.067, 'a_values': [3.0, 5.0]}]"
23.3,5.1,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.85, 'normal': 0.15, 'tinggi': 0.0}","{'asam': 0.9333, 'netral': 0.0667, 'basa': 0.0}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.9169, 'sedang': 0.0831, 'banyak': 0.0}","{'Rule 1': 0.15, 'Rule 2': 0.0667, 'Rule 4': 0.85, 'Rule 5': 0.0667}","[{'alpha_level': 0.85, 'a_values': [3.0, 3.54]}, {'alpha_level': 0.15, 'a_values': [3.0, 4.46]}, {'alpha_level': 0.067, 'a_values': [3.0, 5.0]}]"
23.4,5.1,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.8, 'normal': 0.2, 'tinggi': 0.0}","{'asam': 0.9333, 'netral': 0.0667, 'basa': 0.0}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.7591, 'sedang': 0.2409, 'banyak': 0.0}","{'Rule 1': 0.2, 'Rule 2': 0.0667, 'Rule 4': 0.8, 'Rule 5': 0.0667}","[{'alpha_level': 0.8, 'a_values': [3.0, 3.55]}, {'alpha_level': 0.2, 'a_values': [3.0, 4.45]}, {'alpha_level': 0.067, 'a_values': [3.0, 5.0]}]"
23.5,5.1,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.75, 'normal': 0.25, 'tinggi': 0.0}","{'asam': 0.9333, 'netral': 0.0667, 'basa': 0.0}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.6082, 'sedang': 0.3918, 'banyak': 0.0}","{'Rule 1': 0.25, 'Rule 2': 0.0667, 'Rule 4': 0.75, 'Rule 5': 0.0667}","[{'alpha_level': 0.75, 'a_values': [3.0, 3.56]}, {'alpha_level': 0.25, 'a_values': [3.0, 4.44]}, {'alpha_level': 0.067, 'a_values': [3.0, 5.0]}]"
23.6,5.1,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.7, 'normal': 0.3, 'tinggi': 0.0}","{'asam': 0.9333, 'netral': 0.0667, 'basa': 0.0}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.4637, 'sedang': 0.5363, 'banyak': 0.0}","{'Rule 1': 0.3, 'Rule 2': 0.0667, 'Rule 4': 0.7, 'Rule 5': 0.0667}","[{'alpha_level': 0.7, 'a_values': [3.0, 3.57]}, {'alpha_level': 0.3, 'a_values': [3.0, 4.42]}, {'alpha_level': 0.067, 'a_values': [3.0, 5.0]}]"
23.7,5.1,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.65, 'normal': 0.35, 'tinggi': 0.0}","{'asam': 0.9333, 'netral': 0.0667, 'basa': 0.0}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.325, 'sedang': 0.675, 'banyak': 0.0}","{'Rule 1': 0.35, 'Rule 2': 0.0667, 'Rule 4': 0.65, 'Rule 5': 0.0667}","[{'alpha_level': 0.65, 'a_values': [3.0, 3.59]}, {'alpha_level': 0.35, 'a_values': [3.0, 4.41]}, {'alpha_level': 0.067, 'a_values': [3.0, 5.0]}]"
23.8,5.1,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.6, 'normal': 0.4, 'tinggi': 0.0}","{'asam': 0.9333, 'netral': 0.0667, 'basa': 0.0}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.1917, 'sedang': 0.8083, 'banyak': 0.0}","{'Rule 1': 0.4, 'Rule 2': 0.0667, 'Rule 4': 0.6, 'Rule 5': 0.0667}","[{'alpha_level': 0.6, 'a_values': [3.0, 3.6]}, {'alpha_level': 0.4, 'a_values': [3.0, 4.4]}, {'alpha_level': 0.067, 'a_values': [3.0, 5.0]}]"
23.9,5.1,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.55, 'normal': 0.45, 'tinggi': 0.0}","{'asam': 0.9333, 'netral': 0.0667, 'basa': 0.0}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.0631, 'sedang': 0.9369, 'banyak': 0.0}","{'Rule 1': 0.45, 'Rule 2': 0.0667, 'Rule 4': 0.55, 'Rule 5': 0.0667}","[{'alpha_level': 0.55, 'a_values': [3.0, 3.61]}, {'alpha_level': 0.45, 'a_values': [3.0, 4.39]}, {'alpha_level': 0.067, 'a_values': [3.0, 5.0]}]"
24.0,5.1,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.5, 'normal': 0.5, 'tinggi': 0.0}","{'asam': 0.9333, 'netral': 0.0667, 'basa': 0.0}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 1': 0.5, 'Rule 2': 0.0667, 'Rule 4': 0.5, 'Rule 5': 0.0667}","[{'alpha_level': 0.5, 'a_values': [3.0, 4.37]}, {'alpha_level': 0.067, 'a_values': [3.0, 5.0]}]"
24.1,5.1,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.45, 'normal': 0.55, 'tinggi': 0.0}","{'asam': 0.9333, 'netral': 0.0667, 'basa': 0.0}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 1': 0.55, 'Rule 2': 0.0667, 'Rule 4': 0.45, 'Rule 5': 0.0667}","[{'alpha_level': 0.55, 'a_values': [3.64, 4.36]}, {'alpha_level': 0.45, 'a_values': [3.0, 4.39]}, {'alpha_level': 0.067, 'a_values': [3.0, 5.0]}]"
24.2,5.1,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.4, 'normal': 0.6, 'tinggi': 0.0}","{'asam': 0.9333, 'netral': 0.0667, 'basa': 0.0}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 1': 0.6, 'Rule 2': 0.0667, 'Rule 4': 0.4, 'Rule 5': 0.0667}","[{'alpha_level': 0.6, 'a_values': [3.65, 4.35]}, {'alpha_level': 0.4, 'a_values': [3.0, 4.4]}, {'alpha_level': 0.067, 'a_values': [3.0, 5.0]}]"
24.3,5.1,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.35, 'normal': 0.65, 'tinggi': 0.0}","{'asam': 0.9333, 'netral': 0.0667, 'basa': 0.0}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 1': 0.65, 'Rule 2': 0.0667, 'Rule 4': 0.35, 'Rule 5': 0.0667}","[{'alpha_level': 0.65, 'a_values': [3.66, 4.34]}, {'alpha_level': 0.35, 'a_values': [3.0, 4.41]}, {'alpha_level': 0.067, 'a_values': [3.0, 5.0]}]"
24.4,5.1,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.3, 'normal': 0.7, 'tinggi': 0.0}","{'asam': 0.9333, 'netral': 0.0667, 'basa': 0.0}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 1': 0.7, 'Rule 2': 0.0667, 'Rule 4': 0.3, 'Rule 5': 0.0667}","[{'alpha_level': 0.7, 'a_values': [3.68, 4.32]}, {'alpha_level': 0.3, 'a_values': [3.0, 4.42]}, {'alpha_level': 0.067, 'a_values': [3.0, 5.0]}]"
24.5,5.1,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.25, 'normal': 0.75, 'tinggi': 0.0}","{'asam': 0.9333, 'netral': 0.0667, 'basa': 0.0}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 1': 0.75, 'Rule 2': 0.0667, 'Rule 4': 0.25, 'Rule 5': 0.0667}","[{'alpha_level': 0.75, 'a_values': [3.69, 4.31]}, {'alpha_level': 0.25, 'a_values': [3.0, 4.44]}, {'alpha_level': 0.067, 'a_values': [3.0, 5.0]}]"
24.6,5.1,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.2, 'normal': 0.8, 'tinggi': 0.0}","{'asam': 0.9333, 'netral': 0.0667, 'basa': 0.0}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 1': 0.8, 'Rule 2': 0.0667, 'Rule 4': 0.2, 'Rule 5': 0.0667}","[{'alpha_level': 0.8, 'a_values': [3.7, 4.3]}, {'alpha_level': 0.2, 'a_values': [3.0, 4.45]}, {'alpha_level': 0.067, 'a_values': [3.0, 5.0]}]"
24.7,5.1,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.15, 'normal': 0.85, 'tinggi': 0.0}","{'asam': 0.9333, 'netral': 0.0667, 'basa': 0.0}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 1': 0.85, 'Rule 2': 0.0667, 'Rule 4': 0.15, 'Rule 5': 0.0667}","[{'alpha_level': 0.85, 'a_values': [3.71, 4.29]}, {'alpha_level': 0.15, 'a_values': [3.0, 4.46]}, {'alpha_level': 0.067, 'a_values': [3.0, 5.0]}]"
